,account_payment_method,approval_amount,scheduled_payment_amt,days_past_due,past_due_amt,age,zip_code,city,sms_contacted_ts,state,years_at_current_residence,months_at_current_residence,source,email_contacted_ts,payment_frequency,number_of_payments,redeem_ts
201,2.0,435.0,117.07,0,0.0,26.0,80503,839.0,0.0,5.0,2,0,2.0,1.0,1.0,26,0.0
202,2.0,1194.0,222.11,0,0.0,33.0,78073,1566.0,0.0,41.0,7,0,2.0,1.0,0.0,52,0.0
203,2.0,220.0,25.38,0,0.0,42.0,76119,510.0,0.0,41.0,3,6,6.0,0.0,4.0,52,0.0
204,2.0,467.0,105.37,0,0.0,40.0,22701,324.0,1.0,43.0,2,0,0.0,1.0,0.0,26,0.0
205,2.0,1166.0,367.84,0,0.0,44.0,98405,1474.0,1.0,45.0,4,6,2.0,0.0,1.0,12,0.0
206,2.0,243.0,35.4,0,0.0,22.0,28543,1480.0,0.0,26.0,3,4,2.0,1.0,3.0,24,0.0
207,2.0,985.0,141.83,197,1843.79,40.0,92376,1242.0,1.0,4.0,6,0,0.0,1.0,3.0,24,0.0
208,2.0,400.0,41.18,0,0.0,30.0,86326,313.0,1.0,3.0,2,6,2.0,1.0,4.0,52,0.0
209,1.0,1005.0,194.33,0,0.0,27.0,11206,162.0,1.0,32.0,1,8,0.0,1.0,1.0,12,0.0
210,2.0,809.0,55.01,0,0.0,54.0,98032,738.0,0.0,45.0,1,1,2.0,0.0,4.0,24,0.0
211,2.0,884.0,112.96,0,0.0,52.0,80229,1505.0,0.0,5.0,2,0,0.0,1.0,0.0,26,0.0
212,2.0,684.0,166.88,0,0.0,49.0,94804,1246.0,1.0,4.0,1,6,2.0,1.0,0.0,26,0.0
213,2.0,176.0,137.59,0,0.0,39.0,78413,308.0,0.0,41.0,2,6,2.0,1.0,1.0,26,0.0
214,2.0,262.0,24.26,0,0.0,55.0,67439,443.0,1.0,16.0,0,6,3.0,1.0,4.0,52,0.0
215,2.0,1116.0,116.1,0,0.0,29.0,11429,1210.0,1.0,32.0,6,7,2.0,1.0,0.0,26,0.0
216,2.0,991.0,113.81,0,0.0,30.0,30233,700.0,1.0,10.0,6,0,2.0,1.0,0.0,26,0.0
217,2.0,679.0,92.29,0,0.0,27.0,99207,1420.0,0.0,45.0,0,5,2.0,1.0,3.0,24,0.0
218,0.0,377.0,63.77,199,533.8,34.0,95207,1446.0,1.0,4.0,2,0,2.0,1.0,0.0,26,0.0
219,2.0,566.0,35.06,0,0.0,48.0,11435,704.0,0.0,32.0,5,0,2.0,1.0,4.0,52,0.0
220,2.0,610.0,88.55,0,0.0,35.0,84119,1608.0,1.0,42.0,6,0,2.0,1.0,3.0,24,0.0
221,2.0,472.0,147.0,0,0.0,59.0,20903,1385.0,1.0,20.0,20,0,2.0,1.0,1.0,12,0.0
222,2.0,534.0,118.32,0,0.0,35.0,75214,335.0,1.0,41.0,1,3,2.0,1.0,0.0,26,0.0
223,2.0,655.0,100.76,0,0.0,39.0,75061,696.0,0.0,41.0,2,2,6.0,0.0,0.0,26,0.0
224,2.0,23.0,115.42,0,0.0,38.0,76123,510.0,0.0,41.0,0,9,2.0,1.0,0.0,26,0.0
225,2.0,594.0,64.3,189,1736.1,34.0,77520,99.0,1.0,41.0,5,7,2.0,1.0,4.0,52,0.0
226,2.0,482.0,86.5,0,0.0,26.0,18052,1620.0,0.0,36.0,1,2,0.0,1.0,3.0,24,0.0
227,2.0,1289.0,107.89,167,2573.58,40.0,93535,781.0,1.0,4.0,6,0,6.0,1.0,4.0,52,0.0
228,2.0,829.0,112.08,0,0.0,32.0,21244,1639.0,0.0,20.0,1,0,2.0,1.0,0.0,26,0.0
229,2.0,293.0,76.11,0,0.0,21.0,93304,85.0,0.0,4.0,6,3,2.0,1.0,0.0,26,0.0
230,2.0,55.0,18.36,0,0.0,35.0,67401,1308.0,1.0,16.0,0,6,2.0,1.0,0.0,26,0.0
231,2.0,369.0,72.14,0,0.0,34.0,93230,602.0,0.0,4.0,2,0,2.0,1.0,0.0,26,0.0
232,2.0,259.0,41.14,0,0.0,48.0,91423,1377.0,1.0,4.0,1,2,0.0,1.0,3.0,26,0.0
233,2.0,166.0,23.15,0,0.0,28.0,78741,75.0,1.0,41.0,2,0,2.0,1.0,0.0,26,0.0
234,2.0,337.0,19.94,0,0.0,42.0,92113,1320.0,0.0,4.0,1,0,2.0,1.0,4.0,52,0.0
235,2.0,1027.0,69.56,0,0.0,21.0,80012,73.0,1.0,5.0,0,5,2.0,1.0,4.0,52,0.0
236,2.0,310.0,40.01,0,0.0,35.0,76651,697.0,1.0,41.0,8,0,2.0,1.0,0.0,26,0.0
237,2.0,546.0,89.61,0,0.0,43.0,77381,1422.0,1.0,41.0,3,0,5.0,1.0,3.0,24,0.0
238,2.0,769.0,98.9,0,0.0,52.0,33135,923.0,1.0,9.0,5,0,6.0,1.0,0.0,26,0.0
239,2.0,442.0,72.82,0,0.0,39.0,92025,452.0,1.0,4.0,6,0,0.0,0.0,3.0,24,0.0
240,2.0,198.0,31.27,136,281.43,28.0,92780,1529.0,1.0,4.0,2,3,2.0,0.0,3.0,24,0.0
241,2.0,250.0,19.53,0,0.0,42.0,11208,162.0,0.0,32.0,6,1,2.0,1.0,4.0,52,0.0
242,2.0,797.0,131.85,0,0.0,40.0,94109,1323.0,1.0,4.0,2,3,2.0,1.0,3.0,24,0.0
243,2.0,787.0,118.64,0,0.0,29.0,92154,1320.0,0.0,4.0,6,0,4.0,1.0,0.0,26,0.0
244,2.0,707.0,110.05,92,714.25,53.0,34743,750.0,1.0,9.0,1,0,2.0,1.0,0.0,52,0.0
245,0.0,646.0,210.02,152,1050.1,29.0,77075,669.0,1.0,41.0,0,7,2.0,0.0,2.0,52,0.0
246,2.0,1068.0,148.75,0,0.0,23.0,92021,422.0,1.0,4.0,2,0,2.0,1.0,3.0,24,0.0
247,2.0,285.0,36.57,0,0.0,24.0,11236,162.0,1.0,32.0,3,2,2.0,1.0,4.0,52,0.0
248,2.0,675.0,70.43,0,0.0,38.0,75068,828.0,1.0,41.0,1,9,2.0,1.0,0.0,26,0.0
249,2.0,214.0,73.61,0,0.0,55.0,89086,990.0,1.0,31.0,3,5,2.0,1.0,1.0,12,0.0
250,2.0,1436.0,167.0,0,0.0,45.0,76134,510.0,1.0,41.0,6,0,2.0,1.0,0.0,52,0.0
251,2.0,1018.0,144.01,0,0.0,24.0,75844,572.0,0.0,41.0,2,1,2.0,0.0,3.0,24,0.0
252,2.0,160.0,51.67,0,0.0,37.0,21220,89.0,0.0,20.0,0,1,2.0,0.0,0.0,26,0.0
253,2.0,1050.0,68.93,0,0.0,26.0,77346,671.0,0.0,41.0,6,0,2.0,1.0,4.0,52,0.0
254,2.0,574.0,44.28,123,757.04,34.0,11221,162.0,1.0,32.0,2,3,2.0,1.0,4.0,52,0.0
255,2.0,521.0,75.4,0,0.0,40.0,78596,1593.0,1.0,41.0,1,1,0.0,1.0,0.0,52,0.0
256,2.0,1282.0,187.34,0,0.0,44.0,10456,159.0,0.0,32.0,6,3,2.0,1.0,0.0,26,0.0
257,2.0,517.0,38.72,94,519.52,45.0,19363,1093.0,1.0,36.0,6,0,2.0,1.0,4.0,52,0.0
258,2.0,726.0,54.5,0,0.0,55.0,67410,3.0,1.0,16.0,1,0,2.0,1.0,4.0,52,0.0
259,2.0,954.0,82.4,105,1236.0,31.0,77520,99.0,1.0,41.0,2,1,2.0,1.0,4.0,52,0.0
260,2.0,135.0,34.38,154,378.18,23.0,44105,264.0,1.0,33.0,1,2,2.0,1.0,0.0,26,0.0
261,2.0,1395.0,188.07,0,0.0,46.0,35594,1640.0,0.0,1.0,2,11,2.0,1.0,0.0,26,0.0
262,2.0,255.0,44.92,0,0.0,40.0,92250,657.0,1.0,4.0,6,2,2.0,1.0,3.0,24,0.0
263,2.0,666.0,36.82,0,0.0,40.0,30297,492.0,1.0,10.0,3,0,2.0,1.0,4.0,52,0.0
264,2.0,345.0,22.54,91,293.02,27.0,94585,1454.0,1.0,4.0,1,0,2.0,1.0,4.0,52,0.0
265,2.0,465.0,50.55,0,0.0,30.0,85035,1147.0,0.0,3.0,0,6,2.0,1.0,4.0,52,0.0
266,2.0,1024.0,147.27,0,0.0,36.0,76502,1489.0,1.0,41.0,6,0,2.0,1.0,0.0,26,0.0
267,2.0,570.0,75.39,0,0.0,28.0,39111,868.0,1.0,24.0,6,0,6.0,1.0,0.0,26,0.0
268,2.0,391.0,23.55,0,0.0,29.0,40218,850.0,1.0,17.0,2,0,2.0,1.0,4.0,52,0.0
269,2.0,938.0,78.95,0,0.0,35.0,46222,687.0,0.0,15.0,2,2,2.0,1.0,0.0,26,0.0
270,2.0,743.0,346.2,0,0.0,45.0,77042,669.0,1.0,41.0,2,0,2.0,1.0,1.0,24,0.0
271,2.0,286.0,37.23,126,335.07,45.0,77351,831.0,1.0,41.0,3,0,2.0,1.0,0.0,26,0.0
272,2.0,945.0,73.79,0,0.0,34.0,92104,1320.0,1.0,4.0,1,0,6.0,1.0,4.0,52,0.0
273,2.0,692.0,163.09,182,978.54,58.0,33596,1556.0,1.0,9.0,1,0,2.0,1.0,1.0,12,0.0
274,2.0,457.0,101.48,0,0.0,55.0,44012,77.0,0.0,33.0,1,0,0.0,0.0,3.0,24,0.0
275,2.0,923.0,218.07,0,0.0,60.0,95206,1446.0,0.0,4.0,6,0,2.0,1.0,1.0,12,0.0
276,2.0,1330.0,95.86,135,1801.34,21.0,77093,669.0,1.0,41.0,4,4,2.0,1.0,4.0,52,0.0
277,2.0,978.0,136.56,150,1403.11,23.0,32824,1083.0,1.0,9.0,2,2,2.0,1.0,0.0,52,0.0
278,2.0,304.0,40.03,0,0.0,20.0,78541,417.0,0.0,41.0,0,3,5.0,1.0,3.0,24,0.0
279,2.0,562.0,69.22,0,0.0,40.0,89117,790.0,0.0,31.0,5,0,2.0,1.0,0.0,26,0.0
280,2.0,594.0,99.51,0,0.0,45.0,19701,100.0,0.0,8.0,1,1,2.0,1.0,0.0,26,0.0
281,2.0,562.0,42.79,98,599.06,31.0,77505,1121.0,1.0,41.0,6,1,2.0,1.0,4.0,52,0.0
282,2.0,565.0,169.04,0,0.0,72.0,85017,1147.0,1.0,3.0,5,2,2.0,1.0,2.0,26,0.0
283,2.0,428.0,57.25,0,0.0,34.0,78621,433.0,0.0,41.0,6,0,2.0,1.0,0.0,26,0.0
284,2.0,284.0,65.82,0,0.0,55.0,78542,417.0,1.0,41.0,6,0,2.0,1.0,0.0,26,0.0
285,2.0,1056.0,328.27,91,984.81,70.0,31008,183.0,1.0,10.0,2,6,2.0,1.0,1.0,12,0.0
286,2.0,836.0,54.94,0,0.0,49.0,33150,923.0,1.0,9.0,6,0,2.0,1.0,4.0,52,0.0
287,2.0,457.0,62.39,0,0.0,29.0,72113,897.0,1.0,2.0,6,0,2.0,1.0,0.0,26,0.0
288,2.0,155.0,80.49,0,0.0,46.0,30035,350.0,1.0,10.0,3,0,2.0,1.0,0.0,24,0.0
289,2.0,1043.0,125.22,0,0.0,23.0,98379,1208.0,1.0,45.0,1,6,2.0,1.0,0.0,26,0.0
290,2.0,416.0,109.0,217,781.0,66.0,48221,369.0,1.0,22.0,6,0,2.0,1.0,1.0,12,0.0
291,2.0,760.0,50.88,0,0.0,22.0,40218,850.0,1.0,17.0,2,0,2.0,1.0,4.0,52,0.0
292,2.0,1085.0,61.58,0,0.0,32.0,33186,923.0,1.0,9.0,1,0,2.0,1.0,4.0,52,0.0
293,2.0,446.0,71.86,0,0.0,27.0,10033,1015.0,0.0,32.0,2,0,0.0,1.0,0.0,26,0.0
294,2.0,767.0,108.43,0,0.0,25.0,75209,335.0,1.0,41.0,6,0,2.0,1.0,3.0,24,0.0
295,2.0,138.0,34.07,0,0.0,53.0,77905,1561.0,0.0,41.0,20,0,2.0,1.0,4.0,52,0.0
296,2.0,330.0,159.63,0,0.0,62.0,86506,668.0,0.0,3.0,3,3,2.0,1.0,1.0,12,0.0
297,2.0,292.0,37.23,0,0.0,22.0,79411,854.0,1.0,41.0,1,0,2.0,1.0,0.0,26,0.0
298,2.0,1929.0,124.9,0,0.0,31.0,33178,376.0,1.0,9.0,2,0,2.0,1.0,4.0,52,0.0
299,2.0,271.0,68.12,0,0.0,47.0,2909,1203.0,1.0,37.0,4,6,2.0,1.0,0.0,52,0.0
300,2.0,379.0,52.49,0,0.0,51.0,92394,1562.0,0.0,4.0,0,8,2.0,1.0,0.0,26,0.0
301,2.0,543.0,64.72,0,0.0,47.0,78245,1316.0,0.0,41.0,2,0,2.0,1.0,0.0,26,0.0
302,2.0,591.0,107.65,0,0.0,46.0,78754,75.0,1.0,41.0,0,9,2.0,1.0,0.0,26,0.0
303,2.0,891.0,97.85,0,0.0,24.0,77705,101.0,0.0,41.0,7,2,2.0,1.0,4.0,52,0.0
304,2.0,385.0,101.29,0,0.0,59.0,76103,510.0,1.0,41.0,6,0,2.0,1.0,0.0,26,0.0
305,2.0,766.0,93.08,0,0.0,23.0,89074,628.0,1.0,31.0,8,8,2.0,1.0,0.0,26,0.0
306,2.0,384.0,78.34,0,0.0,45.0,37087,805.0,0.0,40.0,2,0,2.0,1.0,3.0,24,0.0
307,2.0,624.0,102.8,196,1439.13,28.0,80216,363.0,0.0,5.0,6,0,2.0,1.0,0.0,26,0.0
308,2.0,958.0,62.21,0,0.0,64.0,26447,1571.0,0.0,46.0,6,11,0.0,1.0,4.0,52,0.0
309,2.0,883.0,116.22,0,0.0,22.0,92544,626.0,0.0,4.0,3,0,0.0,1.0,0.0,26,0.0
310,2.0,822.0,111.03,131,993.99,35.0,92240,366.0,1.0,4.0,6,3,1.0,1.0,0.0,26,0.0
311,2.0,401.0,37.24,0,0.0,48.0,33174,923.0,1.0,9.0,3,0,2.0,1.0,4.0,52,0.0
312,2.0,363.0,100.55,0,0.0,55.0,95212,1446.0,0.0,4.0,1,3,2.0,1.0,1.0,12,0.0
313,2.0,716.0,50.38,0,0.0,35.0,77506,1121.0,0.0,41.0,1,6,2.0,1.0,4.0,52,0.0
314,2.0,1099.0,71.39,215,2193.09,28.0,30013,295.0,1.0,10.0,2,0,5.0,1.0,4.0,52,0.0
315,2.0,999.0,152.89,0,0.0,28.0,77047,669.0,0.0,41.0,3,4,2.0,0.0,0.0,52,0.0
316,2.0,1565.0,237.69,0,0.0,43.0,85746,1526.0,0.0,3.0,1,0,2.0,0.0,0.0,26,0.0
317,2.0,156.0,78.0,0,0.0,43.0,91977,1426.0,0.0,4.0,6,0,2.0,1.0,0.0,26,0.0
318,2.0,918.0,60.42,0,0.0,27.0,77091,669.0,0.0,41.0,5,0,2.0,1.0,4.0,52,0.0
319,2.0,327.0,40.36,0,0.0,41.0,10040,1015.0,0.0,32.0,6,0,2.0,1.0,4.0,52,0.0
320,2.0,1061.0,70.53,0,0.0,42.0,78753,75.0,0.0,41.0,3,5,2.0,0.0,4.0,52,0.0
321,2.0,753.0,151.55,0,0.0,51.0,98823,450.0,1.0,45.0,0,6,2.0,1.0,0.0,26,0.0
322,2.0,559.0,82.7,0,0.0,26.0,19151,1145.0,1.0,36.0,4,5,2.0,1.0,0.0,26,0.0
323,2.0,845.0,111.95,112,895.6,38.0,44103,264.0,1.0,33.0,3,0,2.0,1.0,0.0,26,0.0
324,2.0,801.0,123.08,0,0.0,38.0,91766,1173.0,1.0,4.0,6,0,2.0,1.0,3.0,24,0.0
325,2.0,187.0,87.42,0,0.0,36.0,80640,628.0,0.0,5.0,3,6,2.0,1.0,0.0,26,0.0
326,2.0,285.0,73.15,0,0.0,24.0,92336,489.0,0.0,4.0,3,2,2.0,1.0,1.0,12,0.0
327,2.0,528.0,69.37,0,0.0,60.0,89107,790.0,1.0,31.0,1,4,2.0,1.0,3.0,24,0.0
328,2.0,1776.0,126.05,105,1890.75,34.0,77036,669.0,1.0,41.0,6,0,2.0,1.0,4.0,52,0.0
329,2.0,332.0,50.27,0,0.0,46.0,33440,266.0,0.0,9.0,3,0,2.0,1.0,0.0,26,0.0
330,2.0,496.0,64.98,0,0.0,41.0,60096,1648.0,0.0,14.0,6,0,2.0,0.0,4.0,52,0.0
331,2.0,458.0,127.15,0,0.0,75.0,30134,380.0,0.0,10.0,6,0,2.0,1.0,1.0,12,0.0
332,2.0,381.0,118.14,0,0.0,26.0,38401,1425.0,1.0,40.0,2,9,2.0,1.0,0.0,26,0.0
333,2.0,778.0,110.01,0,0.0,34.0,94134,1323.0,1.0,4.0,6,0,2.0,1.0,3.0,24,0.0
334,2.0,629.0,87.61,0,0.0,36.0,75098,1662.0,1.0,41.0,6,0,5.0,0.0,3.0,24,0.0
335,2.0,213.0,31.42,0,0.0,26.0,33603,1479.0,1.0,9.0,1,0,2.0,1.0,0.0,26,0.0
336,2.0,206.0,27.67,0,0.0,29.0,89029,793.0,1.0,31.0,2,8,2.0,1.0,3.0,26,0.0
337,2.0,204.0,138.84,0,0.0,40.0,29364,833.0,1.0,38.0,3,0,2.0,1.0,1.0,12,0.0
338,2.0,502.0,34.68,0,0.0,40.0,89030,990.0,0.0,31.0,3,4,2.0,0.0,4.0,52,0.0
339,2.0,321.0,38.86,0,0.0,29.0,92584,912.0,1.0,4.0,0,4,0.0,1.0,0.0,26,0.0
340,2.0,1231.0,369.6,0,0.0,33.0,77036,669.0,0.0,41.0,5,2,2.0,1.0,1.0,26,0.0
341,2.0,445.0,74.19,100,531.11,48.0,34741,750.0,1.0,9.0,3,4,2.0,1.0,0.0,26,0.0
342,2.0,507.0,43.72,0,0.0,30.0,30238,718.0,0.0,10.0,3,2,0.0,1.0,4.0,52,0.0
343,2.0,1176.0,221.54,0,0.0,40.0,20772,1544.0,0.0,20.0,4,7,2.0,1.0,0.0,26,0.0
344,2.0,656.0,42.11,0,0.0,22.0,32024,771.0,1.0,9.0,2,0,2.0,1.0,4.0,52,0.0
345,2.0,489.0,69.53,0,0.0,30.0,92407,1318.0,1.0,4.0,1,0,2.0,1.0,3.0,24,0.0
346,2.0,199.0,15.02,105,225.3,60.0,34114,992.0,0.0,9.0,6,11,2.0,1.0,4.0,52,0.0
347,2.0,424.0,130.58,0,0.0,33.0,30345,68.0,1.0,10.0,3,0,2.0,1.0,0.0,26,0.0
348,2.0,468.0,166.89,146,774.45,26.0,30188,1658.0,1.0,10.0,2,0,2.0,1.0,1.0,52,0.0
349,2.0,547.0,85.56,0,0.0,35.0,77042,669.0,1.0,41.0,2,0,2.0,1.0,0.0,26,0.0
350,2.0,810.0,67.95,143,1391.55,26.0,60630,239.0,0.0,14.0,6,0,2.0,1.0,4.0,52,0.0
351,2.0,531.0,72.78,0,0.0,60.0,19121,1146.0,1.0,36.0,6,0,2.0,1.0,0.0,26,0.0
352,2.0,538.0,34.91,0,0.0,30.0,33612,1479.0,0.0,9.0,3,0,2.0,1.0,4.0,52,0.0
353,2.0,98.0,163.37,0,0.0,55.0,76120,510.0,1.0,41.0,3,0,2.0,1.0,1.0,12,0.0
354,2.0,309.0,45.32,0,0.0,35.0,50317,365.0,0.0,12.0,5,0,2.0,0.0,0.0,26,0.0
355,2.0,379.0,46.12,0,0.0,51.0,76006,60.0,1.0,41.0,2,0,0.0,1.0,0.0,26,0.0
356,2.0,146.0,150.26,0,0.0,32.0,85364,1678.0,0.0,3.0,1,0,2.0,1.0,0.0,26,0.0
357,2.0,555.0,193.93,0,0.0,33.0,92201,689.0,1.0,4.0,3,5,2.0,1.0,1.0,12,0.0
358,2.0,262.0,89.78,0,0.0,35.0,92250,657.0,0.0,4.0,6,0,2.0,1.0,1.0,24,0.0
359,2.0,291.0,17.1,0,0.0,41.0,79407,854.0,1.0,41.0,2,0,2.0,1.0,4.0,52,0.0
360,2.0,374.0,110.0,0,0.0,69.0,89120,790.0,0.0,31.0,2,0,2.0,1.0,2.0,12,0.0
361,2.0,720.0,73.76,0,0.0,53.0,19044,666.0,0.0,36.0,5,0,2.0,0.0,0.0,26,0.0
362,2.0,335.0,47.98,0,0.0,49.0,75052,567.0,0.0,41.0,6,0,0.0,0.0,0.0,26,0.0
363,2.0,305.0,45.36,0,0.0,26.0,20737,1258.0,0.0,20.0,2,3,2.0,1.0,0.0,26,0.0
364,2.0,447.0,63.29,0,0.0,45.0,31322,1177.0,0.0,10.0,3,0,2.0,1.0,0.0,26,0.0
365,2.0,963.0,142.14,0,0.0,50.0,83318,177.0,1.0,13.0,1,0,2.0,1.0,3.0,24,0.0
366,2.0,112.0,68.79,0,0.0,39.0,92557,968.0,0.0,4.0,3,3,2.0,1.0,4.0,52,0.0
367,2.0,269.0,34.8,0,0.0,40.0,30296,1258.0,1.0,10.0,0,2,2.0,0.0,3.0,24,0.0
368,2.0,407.0,54.62,0,0.0,46.0,84123,1608.0,0.0,42.0,2,0,2.0,1.0,0.0,26,0.0
369,2.0,505.0,65.69,0,0.0,21.0,85132,483.0,0.0,3.0,6,11,2.0,1.0,0.0,26,0.0
370,2.0,339.0,65.16,0,0.0,36.0,92405,1318.0,0.0,4.0,6,6,2.0,1.0,0.0,26,0.0
371,2.0,601.0,42.62,98,599.3,34.0,77449,727.0,0.0,41.0,1,6,2.0,0.0,4.0,52,0.0
372,2.0,790.0,62.02,0,0.0,47.0,80216,363.0,1.0,5.0,1,0,2.0,1.0,4.0,52,0.0
373,2.0,980.0,60.42,0,0.0,34.0,48178,1405.0,1.0,22.0,1,3,2.0,1.0,4.0,52,0.0
374,2.0,317.0,18.76,0,0.0,33.0,77040,669.0,0.0,41.0,1,0,0.0,1.0,4.0,52,0.0
375,2.0,452.0,58.61,0,0.0,49.0,33034,485.0,1.0,9.0,6,0,2.0,1.0,0.0,26,0.0
376,2.0,455.0,42.33,171,990.27,42.0,93535,781.0,0.0,4.0,0,9,2.0,1.0,4.0,52,0.0
377,2.0,817.0,113.32,140,999.76,47.0,79007,137.0,1.0,41.0,5,0,2.0,1.0,0.0,26,0.0
378,2.0,817.0,110.77,0,0.0,48.0,80917,282.0,0.0,5.0,2,0,0.0,1.0,0.0,26,0.0
379,2.0,416.0,140.53,0,0.0,40.0,89147,790.0,0.0,31.0,6,0,2.0,1.0,1.0,26,0.0
380,2.0,392.0,53.94,0,0.0,30.0,95660,1036.0,0.0,4.0,6,0,6.0,1.0,3.0,24,0.0
381,2.0,905.0,192.65,0,0.0,30.0,79764,1067.0,1.0,41.0,10,0,2.0,1.0,0.0,26,0.0
382,2.0,1669.0,595.83,96,1787.49,24.0,22191,1653.0,1.0,43.0,2,2,2.0,1.0,1.0,26,0.0
383,2.0,292.0,58.84,0,0.0,31.0,67217,1623.0,0.0,16.0,3,0,2.0,0.0,3.0,24,0.0
384,2.0,949.0,63.68,0,0.0,48.0,32825,1083.0,1.0,9.0,6,0,2.0,1.0,4.0,52,0.0
385,2.0,980.0,103.48,0,0.0,32.0,75115,368.0,1.0,41.0,3,2,0.0,1.0,4.0,52,0.0
386,2.0,20.0,39.65,0,0.0,63.0,30025,1395.0,0.0,10.0,2,6,2.0,0.0,1.0,12,0.0
387,2.0,178.0,23.85,0,0.0,35.0,77083,669.0,1.0,41.0,2,0,2.0,1.0,3.0,24,0.0
388,2.0,642.0,78.91,0,0.0,45.0,31906,285.0,1.0,10.0,6,0,2.0,1.0,0.0,26,0.0
389,2.0,362.0,39.81,0,0.0,25.0,32807,1083.0,0.0,9.0,4,2,6.0,1.0,0.0,26,0.0
390,2.0,508.0,190.52,0,0.0,25.0,79107,37.0,0.0,41.0,0,4,2.0,1.0,2.0,52,0.0
391,2.0,718.0,43.02,0,0.0,31.0,10710,1670.0,0.0,32.0,6,0,6.0,1.0,4.0,52,0.0
392,2.0,466.0,58.18,0,0.0,23.0,39465,1140.0,0.0,24.0,6,0,2.0,1.0,4.0,52,0.0
393,2.0,1306.0,231.58,91,694.74,34.0,75069,906.0,1.0,41.0,2,5,2.0,1.0,1.0,24,0.0
394,2.0,350.0,84.32,0,0.0,35.0,19026,384.0,0.0,36.0,1,1,5.0,1.0,0.0,26,0.0
395,2.0,1233.0,76.89,189,2076.03,42.0,98439,779.0,1.0,45.0,0,1,2.0,1.0,4.0,52,0.0
396,2.0,459.0,63.48,0,0.0,57.0,78748,75.0,1.0,41.0,0,10,2.0,1.0,0.0,26,0.0
397,2.0,259.0,81.2,112,649.6,24.0,75119,449.0,0.0,41.0,4,8,2.0,1.0,0.0,26,0.0
398,2.0,219.0,90.47,0,0.0,26.0,91744,763.0,1.0,4.0,4,0,2.0,1.0,0.0,26,0.0
399,2.0,1250.0,414.68,121,1658.72,60.0,77014,669.0,1.0,41.0,0,7,5.0,1.0,1.0,12,0.0
400,2.0,587.0,275.92,0,0.0,51.0,33033,658.0,1.0,9.0,4,0,2.0,1.0,1.0,26,0.0
401,2.0,102.0,50.71,0,0.0,20.0,80017,73.0,0.0,5.0,2,0,6.0,1.0,0.0,26,0.0
402,2.0,825.0,136.65,0,0.0,37.0,81004,1206.0,0.0,5.0,2,0,6.0,1.0,3.0,24,0.0
403,2.0,755.0,267.09,0,0.0,70.0,33125,923.0,0.0,9.0,2,0,2.0,1.0,1.0,12,0.0
404,2.0,479.0,32.58,0,0.0,39.0,33563,1166.0,0.0,9.0,1,0,0.0,1.0,4.0,52,0.0
405,2.0,1122.0,152.21,0,0.0,28.0,76522,300.0,1.0,41.0,0,7,2.0,1.0,3.0,24,0.0
406,2.0,60.0,22.7,0,0.0,52.0,84116,1313.0,0.0,42.0,3,9,2.0,1.0,3.0,24,0.0
407,2.0,243.0,25.39,0,0.0,34.0,48212,601.0,0.0,22.0,6,0,2.0,1.0,4.0,52,0.0
408,2.0,827.0,126.41,0,0.0,62.0,77036,669.0,0.0,41.0,1,0,2.0,1.0,0.0,26,0.0
409,2.0,546.0,76.45,0,0.0,32.0,30344,68.0,0.0,10.0,0,1,2.0,1.0,3.0,24,0.0
410,2.0,1322.0,101.54,0,0.0,29.0,34769,1301.0,0.0,9.0,6,0,2.0,1.0,4.0,52,0.0
411,2.0,241.0,45.59,0,0.0,23.0,85710,1526.0,0.0,3.0,5,0,6.0,1.0,4.0,52,0.0
412,2.0,663.0,308.0,0,0.0,41.0,80534,715.0,0.0,5.0,3,0,2.0,1.0,1.0,12,0.0
413,2.0,644.0,95.15,0,0.0,43.0,90501,1519.0,1.0,4.0,5,0,2.0,1.0,0.0,26,0.0
414,2.0,1001.0,178.62,0,0.0,29.0,78542,417.0,0.0,41.0,6,4,2.0,1.0,3.0,24,0.0
415,2.0,943.0,61.25,0,0.0,23.0,11230,162.0,0.0,32.0,3,8,2.0,1.0,4.0,52,0.0
416,2.0,766.0,119.58,0,0.0,27.0,42754,810.0,1.0,17.0,0,4,6.0,1.0,0.0,26,0.0
417,2.0,474.0,141.44,0,0.0,28.0,33056,925.0,0.0,9.0,0,3,2.0,1.0,1.0,26,0.0
418,2.0,324.0,19.99,0,0.0,43.0,78109,293.0,1.0,41.0,2,6,2.0,1.0,4.0,52,0.0
419,2.0,606.0,95.96,0,0.0,37.0,93551,1110.0,1.0,4.0,0,1,2.0,1.0,3.0,24,0.0
420,2.0,276.0,44.66,0,0.0,38.0,92393,1562.0,0.0,4.0,2,6,2.0,0.0,3.0,24,0.0
421,2.0,918.0,144.06,135,1284.66,46.0,95207,1446.0,1.0,4.0,1,1,2.0,1.0,3.0,24,0.0
422,2.0,501.0,41.17,0,0.0,40.0,73038,495.0,0.0,34.0,6,0,2.0,1.0,4.0,52,0.0
423,2.0,888.0,57.49,0,0.0,30.0,87507,1342.0,1.0,30.0,2,0,2.0,1.0,4.0,52,0.0
424,2.0,429.0,26.62,0,0.0,47.0,42240,663.0,0.0,17.0,0,1,2.0,1.0,4.0,52,0.0
425,2.0,799.0,65.97,0,0.0,30.0,78006,134.0,1.0,41.0,5,0,2.0,1.0,0.0,26,0.0
